-0.93218498,  0.2880985 , -1.
 0.10890144, -0.67465646, -1.
-0.037128  , -0.36307924, -1.
-0.41375048,  0.8812636 ,  1.
-0.02650924,  0.02824784,  1.
-0.119898  ,  0.80491448,  1.
 0.9216487 ,  0.5439187 ,  1.
-0.06525778, -0.55891272, -1.
 0.21908438, -0.61713484, -1.
 0.5145742 ,  0.2499401 ,  1.
 0.77520484,  0.58992364,  1.
-0.27605818, -0.60540116, -1.
 0.92594292,  0.71341912,  1.
-0.2584308 , -0.1440007 , -1.
 0.34821244,  0.24392508,  1.
-0.51149372,  0.55654092,  1.
 0.18666806,  0.34940974,  1.
 0.55952842, -0.7439515 , -1.
-0.31215484,  0.74736784,  1.
-0.4899354 , -0.30864258, -1.
-0.6348453 , -0.91646292, -1.
 0.02204512, -0.89560324, -1.
-0.16837406,  0.68733396,  1.
-0.97963898,  0.61944928, -1.
-0.67909106, -0.30189122, -1.
 0.01966904, -0.18770572, -1.
-0.11168804,  0.7447105 ,  1.
-0.21352902,  0.49817264,  1.
-0.56515826, -0.28941118, -1.
 0.37932672,  0.1902117 ,  1.
-0.45951482,  0.72033902,  1.
 0.2544819 ,  0.60152774,  1.
 0.48233162,  0.3619956 ,  1.
 0.22786518,  0.2375838 ,  1.
-0.1030173 , -0.75752184, -1.
-0.31764016,  0.71150512,  1.
-0.65600378,  0.17449094, -1.
 0.0498247 , -0.752992  , -1.
 0.37924404,  0.73271218,  1.
 0.3951002 ,  0.63389904,  1.
 0.92631298, -0.1673945 ,  1.
 0.98720434,  0.74830292,  1.
-0.29655316, -0.78410574, -1.
 0.82629512, -0.21506052,  1.
 0.1005605 , -0.8114901 , -1.
-0.92405556,  0.98823698,  1.
 0.66613584,  0.59906152,  1.
 0.62930758,  0.86604564,  1.
 0.85528064,  0.5462306 ,  1.
 0.12561868,  0.92001894,  1.
 0.96629624, -0.47993542,  1.
 0.59172054,  0.90758346,  1.
 0.39191752,  0.61338408,  1.
-0.82957662,  0.26997816, -1.
 0.06286904, -0.26090794, -1.
 0.3893319 , -0.60565802, -1.
 0.85950864,  0.56178662,  1.
 0.62469732, -0.36037048,  1.
-0.12658296,  0.9027635 ,  1.
 0.46926534,  0.59157456,  1.
 0.33009808, -0.1916836 ,  1.
 0.83654224,  0.637712  ,  1.
 0.89520342, -0.08533792,  1.
-0.75838762,  0.2501808 , -1.
 0.62252888,  0.12190782,  1.
-0.51138732, -0.60223792, -1.
-0.80678392,  0.30739304, -1.
 0.80162498,  0.48076834,  1.
-0.53203982, -0.52100844, -1.
 0.46387066,  0.03539432,  1.
-0.07558266, -0.44877628, -1.
-0.5203626 , -0.67510088, -1.
 0.39208822, -0.96535128, -1.
-0.67961426,  0.83612422,  1.
 0.33883702,  0.53609348,  1.
-0.3504467 , -0.80186486, -1.
 0.68547108,  0.46755672,  1.
-0.40728404,  0.7989696 ,  1.
 0.17096118,  0.63031936,  1.
-0.96276924, -0.32283768, -1.
-0.16703702,  0.83387084,  1.
 0.82062672, -0.48017088,  1.
 0.6766166 , -0.0651054 ,  1.
 0.6386562 , -0.34851972,  1.
-0.54599712, -0.0807104 , -1.
-0.84486646,  0.60586714, -1.
 0.8406502 , -0.3679057 ,  1.
 0.98366874, -0.28820454,  1.
 0.2200324 , -0.13914366,  1.
 0.04407886, -0.62084018, -1.
 0.50364306, -0.87194002, -1.
 0.07150462, -0.72082578, -1.
-0.04383244,  0.29800524,  1.
 0.18361106,  0.24030192,  1.
-0.44171966,  0.10088412, -1.
-0.55998104, -0.36943712, -1.
-0.53101298, -0.10485124, -1.
-0.97933982,  0.19339396, -1.
 0.75723008,  0.33746642,  1.
 0.4453469 ,  0.70064682,  1.
