2.2231,1.7135,1.4859,1.2107,-1.3316,3.9739,-2.9010,-8.5240,1.0000
0.2575,2.6692,3.7121,-0.3765,-1.6916,5.6434,-6.2490,-3.3717,1.0000
-0.2894,-0.0716,-0.0519,-3.9067,-3.2300,3.6189,-6.4423,-10.2410,1.0000
2.9972,3.3236,5.1378,-0.0524,-0.4019,5.0305,-2.2370,-4.1932,1.0000
1.4266,-0.4779,1.0048,-1.9298,-1.2129,3.9979,-5.0570,-8.4408,1.0000
-0.0140,-2.1095,-0.9571,-1.3419,-3.1533,4.2319,-2.4677,-12.6120,1.0000
0.7757,4.9245,5.8982,-1.2758,0.8053,3.6943,-2.5224,-0.8519,1.0000
3.0903,4.7629,6.6759,-1.4067,-1.0651,4.6462,-5.0328,-3.4904,1.0000
0.0638,2.8457,5.8491,-1.1402,-1.4611,6.3295,-6.2947,-3.6980,1.0000
1.8397,3.6072,4.2550,-3.7591,0.7503,3.8706,-3.1524,-2.7202,1.0000
1.7096,2.4474,-1.6271,-1.5415,-1.6559,3.3751,0.4720,-4.6346,1.0000
0.5739,2.1698,3.6659,-2.6456,0.8687,2.9328,-4.2784,-9.2892,1.0000
0.5275,2.4560,1.1268,-0.7608,-4.0729,3.6896,-6.2340,-8.1362,1.0000
2.9104,3.4814,3.4319,1.4780,-4.0813,5.0847,-2.9019,-0.3719,1.0000
-0.1184,0.4470,-2.0487,-6.3340,-3.2299,2.9035,-5.1108,-10.6660,1.0000
2.9167,3.3713,5.1865,2.7407,1.6537,6.9384,-1.7563,-7.2683,2.0000
5.7300,7.1114,4.1683,-0.4537,1.5389,7.2581,-5.3510,-2.8598,2.0000
2.8314,3.3131,7.7129,-0.9701,-0.3552,5.2796,-0.1132,-3.3764,2.0000
2.7428,2.8199,3.5851,2.2786,0.0493,7.2383,-5.2329,-1.3852,2.0000
5.0081,6.2991,9.6130,3.7592,5.4145,7.4791,2.7940,1.6511,2.0000
4.4697,7.2010,2.1974,-0.2880,2.6824,6.2573,-4.7578,-4.5711,2.0000
3.6644,5.8706,7.2881,1.6334,0.4522,8.4154,-2.5666,3.6688,2.0000
3.9439,4.7662,8.3701,1.8346,2.6052,8.3322,-0.5005,-2.8662,2.0000
4.7209,4.5056,6.4850,2.8622,3.0239,8.1001,0.3941,0.3057,2.0000
3.8310,6.7951,6.9753,0.9728,1.8627,6.8999,-2.2333,-3.0872,2.0000
2.8534,5.2578,6.8429,1.8654,0.2980,8.2384,-1.2693,-2.6604,2.0000
2.3916,4.3430,7.5404,0.1075,0.5394,5.5716,-5.1455,-3.0912,2.0000
4.0744,4.8300,7.4776,1.9218,2.7416,7.1396,1.8831,3.6671,2.0000
4.9061,8.0828,3.0599,1.8881,0.2697,6.8151,-1.2657,-4.8529,2.0000
4.4940,7.5283,6.2350,-0.3219,0.9832,9.4714,-4.3975,-3.7662,2.0000
4.0141,5.7229,7.5445,2.5631,2.0475,6.4805,-0.9752,7.9323,2.0000
1.3742,5.2229,-0.4507,-3.3374,-1.0912,4.9488,-5.6245,-8.9544,2.0000
3.2720,2.3120,6.0531,0.2927,-0.0531,4.8994,-1.8106,-6.7264,2.0000
2.3054,3.9697,5.5334,1.9199,0.8588,6.0486,-3.9560,-0.8741,2.0000
1.0113,0.4916,2.2965,-5.4872,-2.0926,2.1277,-6.9295,-11.4290,2.0000
4.2431,7.5676,8.8661,1.9902,2.9793,6.8105,-1.0765,6.9543,2.0000
3.6013,6.7993,3.0324,-1.8296,2.4085,4.6136,1.2788,-3.8335,2.0000
4.5019,5.2505,7.1531,1.7314,2.7173,7.9473,1.4472,1.9214,2.0000
3.2103,6.4140,8.7359,-0.2975,4.0560,6.4537,-3.3631,-1.6038,2.0000
2.8852,4.2834,5.5114,4.1178,-1.1874,9.2534,-0.3229,-7.0479,2.0000
2.2159,4.6297,7.7541,0.8730,-0.8776,7.3922,-6.0133,-2.7272,2.0000
3.9735,3.6038,5.3844,2.6569,0.4658,7.3970,0.4000,-4.8980,2.0000
4.8643,3.4674,2.3373,-0.2310,2.2091,6.4500,1.3867,-10.2140,2.0000
3.9529,5.4992,0.8021,0.1101,-0.9891,7.7561,-3.4856,-3.4901,2.0000
4.9221,8.0275,0.2871,-1.3456,2.5818,6.2253,-1.4650,-5.7619,2.0000
2.8963,5.8837,2.8459,1.5358,-1.9943,3.6239,-2.7792,-3.7894,2.0000
4.4354,4.0241,4.0419,1.5547,1.6303,7.5581,-0.7040,-6.1064,2.0000
6.0149,5.7907,5.8939,2.7079,1.3341,6.4373,-5.2663,3.1282,2.0000
4.7733,7.3746,4.0619,2.8314,1.5066,7.8813,-1.4565,0.8991,2.0000
4.2947,7.0520,3.2168,-0.3072,0.5293,4.7113,-4.0269,-4.4199,2.0000
